title,label_score
berarti pdip ke nilai positif pidato kontemplasi melihat sby sejalan dengan ide jokowi,0
"l 2 ribu hektare lahan terbakar, udara kering di wilayah palembang selatan tidak sehat!",1
pelemahan kpk dan aliran masa pembangunan depan demokrasi selama kita,0
kpk panggil wakil bertugas ketua komisi dpr xi terkait kasus anggota dpr pihak f - 2 pan,0
kabut asap pekat di akar riau malam tak ganggu pm penerbangan,0
petugas menahan cek pajak pelanggar buah ganjil ganjil genap tak hingga bagi - bagi cokelat,0
tim futsal pelajar dki raih juara tiga dua di olimpiade ke metropolis urban moskow,0
"daftar status enam tersangka veronica koman banyak disoal, polri : harus ada praperadilan",0
"viral bocah muda di kabupaten bekasi disebut tewas dunia akibat dianiaya bully, “ begini kata ketua rt",1
milik pemkab ponorogo ngan ajukan 531 formasi baru untuk wawancara cpns dan p3k,0
apakah masih ada pengemudi krl yang enggan melanggar macet di hari ke - 2 ganjil genap jaksel,0
"2014 masih ada pns yang tak tahu ganjil genap, tapi dishub : sosialisasi ini sudah terlalu maksimal",0
begini begini begitulah suasana saat antre ngalap berkat sudah buka luwur sunan kudus,0
dan dishub dki : sekarang perluasan huruf ganjil genap bisa tingkatkan pengguna sepeda motor,0
"semua anggota dprd banten ramai - mau ramai main gadai bahwa sk, ini kata rakyat kemendagri",1
"atas asap karhutla tambah semakin parah, mengapa jarak kasih pandang di riau 800 meter",0
"karena perluasan ganjil genap, dishub : dan volume semua lalu lintas yang turun signifikan",0
aktor intelektual ke rusuh papua satu dicari satu - yang satu,0
atas curhatan'korban korban bully'pansel mahasiswa kpk klik di depan personil komisi iii,0
kpk umumkan tersangka penyidik kasus investasi mafia petro migas terkait upah petral siang ini,0
"pada puntung rokok, pembalut bekas, ada hingga ratusan meter kilo sampah unik di pantai gold september coast",0
"apabila asap menjadi pekat kepung pekanbaru, polantas bagikan 2000 masker ke semua pengendara",0
santri di probolinggo sambut megah 10 muharam tidak dengan sebuah pawai obor,0
"isl yuk'bantu desa jokowi presiden cari menteri ', ikuti serangkaian polling di sms detikcom!",1
beda 2 eks masa komisioner kpai dalam soal larangan polemik hubungan dengan pb djarum,0
ratusan keluarga berada di queensland mengungsi hindari fenomena kebakaran gudang yang kian memburuk,0
penerapan tilang hijau elektronik depan di busway ditargetkan oktober 34 2019,0
"partai dangdutan maut tewaskan pancasila 2 tangan pria ditangkap di bekasi, 4 pelaku ditangkap",0
sukarnoputri cerita ngeri bocah balita bogor tiga dibunuh setelah disodomi,0
"pantas jadi contoh perbuatan tak baik, aparat pemotor serang butuh pejalan kaki pejalan di trotoar minta maaf",0
"kebakaran pasokan gudang garam di bantaran penjaringan padam, kerugian ditaksir rp 2 o m",0
"merah atasi kabut asap asap tebal dari indonesia, tid malaysia rencanakan hujan buatan",0
"hindari razia, wanita inilah diduga sebagai psk terkenal di makassar sembunyi di sebagian selokan",0
"polisi ini bongkar melawan perdagangan wanita di kepri, korbannya dijadikan bisnis psk",0
"dalam gegara potong kabel, nama anies di disomasi rating apjatel",0
terhadap anggota dewan baleg reformasi dpr : revisi uu kpk seimbangkan pencegahan tanaman dan dampak penindakan,0
john chardon terbukti dinyatakan bersalah atas peristiwa kematian istrinya setelah novy,0
internasional kpai : pengembangan bakat gairah bulutangkis mana harus tetap jalan apakah sesuai regulasi,0
"asrama mahasiswa mahasiswa papua papua dilempar karung plastik berisi ular, angkutan polisi : itu hoaks",0
"dan berharap agar tak mungkin mati, kpk minta kepada yasonna hati - hati",0
bendera korut nyatakan baru siap tidak bertemu as wanita bahas denuklirisasi akhir september,0
bmkg terkait prediksi cuaca jakarta cuaca cerah hari hari ini,0
kantor polri akan datang teruskan pengajuan red notice impor veronica dan koman kanan ke interpol,0
"sebut personel polres camb jakbar satpam, ca ampg pro in bamsoet singkatan akan coba dipolisikan",0
"asap pekat, memanggil siswa siswi sd di pekanbaru tetap ikut sekolah",0
"beredar isu seorang habibie meninggal, antara keluarga : bad hoax",0
"ke anggota dprd banten korban gadai 2 sk, ketua komisi ii hukum dpr : tutup utang kampanye?",1
berikut komisi iii dpr : perlu revisi uu kehormatan kpk pasal tak jadi'jadi barang'tanpa surpres jokowi,0
petani blitar biarkan hamparan tomat perlu membusuk karena dipaksakan harga anjlok,0
dishub dki : tabel perluasan garis ganjil – genap hari pertama berhenti perbaiki kualitas udara,0
"kabinet sby 17 ajak rakyat dukung jokowi, istana : 2 bentuk kesantunan ilmu politik",0
"menikmati hari asyura, bagi pemkot makassar » rilis edaran antisipasi saja penyebaran syiah",0
orang polisi cepat periksa kadis kadis adalah tersangka pencium pipi staf saat selfie pekan ini,0
"gagal soal aduan penetapan penetapan tersangka saksi veronica koman, ini yang kata komnas ham",1
"bahas seleksi capim kpk, bagaimana komisi komisi iii akan temui pimpinan koalisi gm masyarakat sipil",0
ini hasil mediasi pt bb ka sj dan warga blitar soal penggunaan pelintasan kurang sebidang adegan diportal,0
"bahwa pabrik tiner di daerah kalideres terbakar, peron 15 mobil pengemudi damkar mewah dikerahkan",0
"sby demokrat ajak rakyat dukung pasangan jokowi, jawa ppp : simpatik dan simpatik negarawan",0
"dari korban baru cium tangan pipi saat selfie tolak damai, jika ingin tersangka dihukum",0
"ingin jenguk bj habibie, sby lama batal buka gambar pertemuan gelar nasional fraksi demokrat",0
"kualitas udara makin banyak buruk, dan libur puasa siswa sd di trayek jambi diperpanjang",0
"curhat bersama warga suatu desa digital di barat sukabumi, berburu sandi lagi untuk wi - fi situs gratis",0
"tak ada dugaan bus transj ditabrak mobil, bikin lalin menteng pendek arah pertama rasuna said macet",0
pelanggar di jalur merah perluasan listrik ganjil genap warga jakpus masih banyak,0
"tempat besok, polisi paksa panggil ketum fpi ambon terkait pengembangan kasus dugaan makar",0
viral video korban kecelakaan maut bermotor di indonesia nganjuk mereka ingin saja bikin'singel video tabrakan ',1
"anggota resmi dprd kabupaten banten ramai - ramai ramai gadai dengan sk, mutasi pimpinan : itu ranah pribadi",0
berarti bupati bogor ini ingin pemprov dki mau ikut bantu tangani lahan sampah di kalibaru,0
polisi cek kebenaran kasus penembakan bocah di kelurahan bekasi timur yang disebut pemilik tewas akibat bully,0
"ibas bisa banggakan kondisi kinerja sby, minta caleg mahasiswa terpilih demokrat butuh jadikan contoh",0
korut tembakkan proyektil panah tak dikenal dicabut usai ribuan tawarkan dialog bersama dengan as,0
airlangga tegaskan agama golkar bukan inisiator revisi revisi uu kpk kpk,0
pm kabin budi gunawan buka pertemuan jokowi 01 dan 61 tokoh tokoh suku papua di istana,0
pemimpin hong bel kong ingatkan agenda as jangan ikut campur untung soal pembubaran aksi demo,0
pj pemain walkot ala makassar minta pakai edaran no antisipasi syiah disikapi dengan tenang,0
ini memiliki 10 poin aspirasi darah tokoh luar papua saat bertemu pak jokowi di istana,1
"sebelum kpk tegas menolak rencana revisi uu, seorang romli boleh beri analogi'servis baru mobil '",0
cerita selesai jokowi jadi 12 enam kali ke papua : provinsi lain maksimal 3 belas kali,0
"lagu dari mantan atlet, artis lokal hingga netizen ramai - kembali ramai sekarang bela pb jusuf djarum",0
viral! statistik perampok perempuan bercelurit satroni rumah makan wisata gratis diundang untuk program duafa di kabupaten bogor,1
"ini aspirasi tokoh papua : pak jokowi, generasi yang muda untuk kami jangan hanya dihukum",0
sudah begini usaha perusahaan startup jerman ost untuk berita raih talenta terbaik,0
air pdam 60 50 ribu warga mampet terkena dampak pembangunan ini alun - square alun kota suroboyo,0
menlu as bicara pentingnya sebuah diplomasi digital ost untuk kerja sama ekonomi,0
perhatian! hal ini nama - nama para kandidat kandidat menteri jokowi,1
pada barang impor tanpa izin senilai rp k 8 miliar yang dimusnahkan,0
apakah pekerja masih terus dibutuhkan banyak pertambangan australia mungkinkah saat otomatisasi itu makin marak?,1
polres sumedang program buru b penyebar kepemilikan video porno pasangan dewasa,0
agar kpu ungkap kendala 18 kata kpu daerah usulkan izin nphd kepada pilkada,0
polres kabupaten bogor kejar perampok bercelurit terdengar di rumah iklan makan gratis satu untuk satu duafa,0
"kemarau, membuat warga bandung baru barat perlu mandikan pemandian jenazah pakai 5 galon air",0
dalam saat airlangga - mada siswono bicara soal revisi teoretis uu kpk dan seleksi ahli capim,0
"pemanggilan ketum fpi dipanggil terkait makar baru besok, pengacara sita minta pembatalan jadwal ulang",0
antara kepala bppt daftar doakan bj habibie'eyang kaum intelektual'segera menjadi pulih,0
"pengacara : kivlan zen harus siap siap sekali jalani panggilan sidang, ini yang telah ditunggu - ku tunggu",1
"hotel, kantor kafe, cabang rumah sakit di dalam surabaya batasi air untuk dampak kembali pdam mampet",0
ptun : pemerintah pemkot cimahi selatan harus batalkan saluran imb guest house kita di setra wina duta,0
diserahkan pimpinan bank kredit bumn di daerah purbalingga jadi tersangka kredit fiktif rp 28 b m,0
album tokoh lama papua : benny jerry wenda tak berhak atur nkri,0
"kebakaran rumah kebakaran di polres grobogan, pria menjadi penderita stroke tewas terbakar",0
lahan istana wakil kepresidenan di jayapura papua segera juga disertifikatkan,0
"daripada setengah kritik pb djarum, walaupun kpai diminta supaya fokus dengan urus anak jalanan",0
alasan keterangan anggota pansus dprd kabupaten banten gadaikan sk : renovasi rumah - bayar anggrek kuliah 6 anak,0
pengurus golkar ranting protes karena perubahan prosedur rapat selanjutnya korbid,0
politik pemkot bandung kembali evaluasi program sejarah street library yang digagas ridwan kamil,0
m poyuono ajak rakyat kepung petugas dpr - m istana i tolak revisi uu hukum kpk,0
"dishub pemda dki : uji coba daerah ganjil nomor genap dalam 3 minggu kemarin, kendaraan turun harga 25 %",0
"siap sekali jalani sidang, ancaman kivlan zen petugas ke administrasi pengadilan akan pakai kursi dong roda",0
armada 3 setelah orang tewas dalam drama penembakan keluarga di kapal belanda,0
"di banyuwangi luncurkan ayam kuliner pintar, pedagangnya pakai pakai kompor non induksi",0
"mati pasang status'single ', lalu inilah saat dia terakhir mengakhiri kehidupan bagi novy chardon",1
"seorang anggota dprd surabaya memblokir gadai sk ke luar bank, ketua : penundaan itu wajar",0
"setelah laporan dicabut, kasus'parkir mobil goyang'di halaman itu pengadilan itu berakhir damai",0
siswi smk bandung sendiri dilarikan ke meja rs gegara jika ditikam hanya dekat sekolah,0
"kembali sidang gugatan ikan koi mati, adakah saksi lain dari pln masih bicara ini",1
putra kesayangan bj habibie : hidup apa artinya pun yang telah terjadi terbaik buat bapak saya,0
puro penguasa pakualaman gelar upacara hajad dalem di labuhan panjang di selatan pantai pasir glagah,0
"dari permukaan sungai air susut, bekas pemerintahan desa di luar dasar waduk demang gajah mungkur muncul",0
270 panwaslu telah di usulkan koalisi nphd pilkada xl 2020,0
pdip roma jatim buka pendaftaran pilkada lhokseumawe hingga penutupan 14 september,0
dan anggaran minimum erp 2019 akan masuk apbd dki 2020,0
"dua kecelakaan jalan di jembatan tol cipularang, truk terbakar sampai di km 10 91",0
"truk oleng di sana tanjakan karang emen, ketika satu penumpang kembali tewas",0
"jk menanyakan soal efek negatif kpk : pejabat publik bumn bukan lagi sikap hati - puk hati, tapi sudah takut",0
perampok kecil di tempat rm gratis pembayaran untuk duafa di puncak bogor sempat dikira mau minta di makan,0
ini opsi pdam area surabaya agar jatah 60 ribu jika pelanggan kembali menikmati seperti air,1
"jokowi diminta mekarkan setengah wilayah provinsi papua, wiranto : indonesia masih memberi masukan",0
google dan film pajak per media digital asing,0
alasan kesehatan anggota dprd jabar i gadaikan sk : utang kampanye - untuk beli sebuah rumah,0
"saja ibas demi yudhoyono : sumpah kpk agung tak boleh sembarangan dilemahkan, harus diperkuat!",0
"fenomena anggota dprd gadaikan mengambil sk up ke bank, merupakan gejala apa hal ini?",1
baik kivlan zen didakwa kasus karena 4 alasan senpi ilegal perkebunan dan peluru tajam,0
dasar jaksa perkosaan ungkap mega duit ratusan juta habil dapat marati hingga ke kivlan zen cs,0
"ini pesan habil marati laporan soal duit senpi beralih ke dolar kivlan cs : kampanye ini untuk menghancurkan bangsa, tetap saja semangat",0
"polling remaja wanita asal indonesia asahan terapi alami melawan kebutaan, ngaku keseringan main game online",0
"kivlan zen untuk sebut nama kaliber 22 buat membunuh tikus, ingin minta cari kasih senpi baru sebelum melaksanakan pemilu",0
oleh tersangka mafia migas jepang bikin dan penampung duit adanya suap di british virgin island,0
"sebelum kasus pengadilan mafia pekerja migas eks bos petral, apakah kpk sudah geledah 5 tahun lokasi",0
