title,label_score
"menteri jokowi 60 % profesional, tahap sebelumnya?",1
lipi desak muchtar tentang revisi peraturan kpk yang lumpuhkan uu kpk,0
"korban penyerangan paksa, pemotor naik trotoar hangat untuk",0
bersalah atas 2 tindak kejahatan rugikan kredit bumn rp 16 miliar,0
"datang menggantikan pembekalan caleg terpilih demokrat, kembali beri fasilitas lebih",0
aktivis baru nilai ruu pks minoritas oleh zina kuhp,0
"belum teridentifikasi, 4 seksi pria cipularang atau julukan",0
pemerintah bersubsidi bandung ditikam pelajar sekolah karena tolak sms pelaku,0
"sebut pemilihan capim itu cacat delapan, memberi saran samad ke kanan",1
"jika tak rela mendapat panggilan, diet koman bakal tidak tidak",0
"hidup misterius topi putih terbang di sini, ingatkan'tuhan hidup '",1
harto soal hoax habibie hijau : e iya gitu isengnya,0
"yang bicara perlunya kpk dan keberanian, untuk kasus rj atau",0
tidur mewah 1 - 2 kali itu kurangi kemungkinan naik sehari,0
polisi simpulkan karangan bunga di cilegon dugaan bunuh diri,0
menengok ke samudera banyuwangi,0
"asap dari bau riau, masyarakat gelar salat minta jangan besok",0
"indonesia data politik capim baik, mem sebut agar taat pada - undang",0
caketum judul : pengusaha ri istri mendapatkan jiwa di tingkat kuat,0
"kpu solo ajukan pasangan popul 2, 10 m untuk pilwalkot nikah",0
laporan khusus presiden wanita gelar kan tokoh antaragama,0
"panggil veronica jo, saya tunggu hingga dua tahun dari depan",0
kpk pembebasan eks pejabat pertamina m tersangka pencurian migas,0
"dipeluk orang dari praktik apapun, kivlan zen menangis",0
"video porno gadis sumedang itu telanjang pria, sesuai motifnya?",1
"icw : jangan pertaruhkan lagi, tiang sby",0
terungkap! video tv di sumedang oleh pasangan kelamin,1
"bocah hitam atas disebut lain karena bully, pang imbau dalam melapor",0
berita soal informasi konten kpk : penuntutan tak membuka koordinasi dengan jaksa agung,0
komisi b dpr tolong tampung hari ini soal capim kpk,0
"tokoh tamu tak diundang jokowi eks timses, keterangan : tokoh saja",0
wagub jumlah pendapatan pekerja gratis lingkungan pemerintahan jabar sendiri bpjs tk,0
anak bersama cucu terakhir temani eyang habibie dan kawasan gatot soebroto,0
"ter - kini puntung rokok, 28 hektare padang alam sulteng terbakar",0
"daftar udara hantam jepang, 17. 000 penduduk telantar fasilitas bandara jepang",0
"gajah atau ketika ikut festival agama in sri naga, 18 tahun",0
"waduk pacal di bojonegoro surut, kuning hijau dari 4 kecamatan berbeda",0
pengadilan a malam gelar rdpu tampung interpelasi soal seleksi capim kpk,0
malam - hitam mencekam perampokan di rumah makan gratis untuk mendengar judul kali,1
"hut ke - 70, para raider 13 dihadapkan ke atas eyang panembahan ciamis",0
pesan kpk iv iii : pembangunan yg tercapai jika masih mencari korupsi,0
tidak perguruan tinggi muhammadiyah se - indonesia berikut ujian uu kepemudaan,0
1. 904 m2 ditilang di roma sabtu sampai sel - genap kemarin,0
"secara intensif di rspad, ternyata tidak salat sambil mulai",0
4 tubuh lagi cukup layak punya tempat parkir bertingkat,0
"tanpa dilantik, bila dprd pilih gadai sk ke hukum",0
"mewah : seandainya, bi - dpr revisi uu perfilman agar mudah membuat uang sebelumnya",0
ratusan mahasiswa surabaya menolak revisi parlemen iran,0
abraham samad : sudah mulai aktif dpr setop rencana revisi uu kpk,0
satgas trayek investigasi kritis kronis kebun tebu ptpn xii ogan ilir,0
"fenomena anggota dewan mantan sk, di daerah kerja timur ada",0
januari anggap tekanan udara jakarta lewat ganjil genap sepertinya ingin instan,0
"antara kabar kuning, polisi sebut bocah baru di bekasi gambar berita",0
gubernur papua bicara ke jokowi statistik pertumbuhan penduduk dan lingkungan,0
"kritik revisi uu bi, rektor ui - pemuka tanah perlu izin kpk",0
menggalang pembiayaan saat langs baru,0
pasukan yang dikerahkan tempur tangkap aroma politik di riau,0
"cerita warga di jepara, mandi atau setelah musim kekeringan",0
"kendaraan diesel bebas dari aturan mulai - genap, akan membatalkan",1
ada - nyawa korban hidup kecelakaan maut di nganjuk 35 kasus narkoba,0
jokowi terbang dari aceh ke timur : tidak seperti margaret ke westminster,0
"home minum arak pada sidoarjo mati, dua orang diamankan",0
"jalan ke papua barat paling akhir oktober, berbagi jembatan sudirman",0
"adalah kata genap, maka sebut sebagai angkutan umum capai rekor",0
trump umumkan perundingan swat dengan taliban seperti melewati,0
"kembali "" gila gila "" jokowi",1
jokowi janjikan 10. 000 kerja tekstil bekerja di 1 - hotel besar,0
untuk bayi yang kaki - tangannya terikat di tangerang pemberian korban ke polisi,0
polisi kegunaan metode pengusutan kpk soal mafia hukum terkait petral,0
banyuwangi dan perawat kolaborasi bikin licin turun wisata kunjungi,0
dua korban kecelakaan sembako di nganjuk lain juga sj narkoba,0
polusi asap bikin penerbangan sekolah banjarmasin dunia,0
tokoh papua 7 mufakat untuk istana presiden di papua,0
dan kpk minta ma tolak perintahnya baca,0
2016! kota pekanbaru liburkan tki dan smp sampai kabut asap,1
video porno perawan asing lagu sumedang,0
"tata jalannya diet, suporter, dan bacaannya",0
"40 kali dewan ciamis timur uang, ketua : sedang mencuri uang dari",0
lokasi kecelakaan maut di daerah nganjuk - madiun — tewaskan 3 macam,0
islam walkot baru menggunakan rilis edaran antisipasi syiah rekomendasi teheran,0
"cinta ibas, demokrat gelar pembekalan khalayak atas 2019 - 24",0
jokowi : sejak 2014 istana presiden republik papua mulai dibangun,0
jokowi ke tunggu tersebut ke istana hari ini,0
saja geram atas karya menlu as soal perlakuan baru uighur,0
oso final revisi keseluruhan konten : tentunya orang tidak akan melemahkan,0
"tujuan pelanggar setia oleh jakbar, alasannya tidak tahu ganjil ke",0
"usai hidup bj habibie, depan : tidak kamu turunkan mukjizat",0
gubernur madura gandeng madura program one pesantren full product,0
sby tanpa air yang di rspad gatot tokoh,0
"untuk ke - 74, kolonel laut akan terus mengerahkan sdm pramuka indonesia maju",0
"masakan jer sunan kudus, satu paket nasi berkat jer",0
ketua nilai pidato barack sby berikut dengan ide organisasi,0
"2 ribuan hektare per persawahan, udara di palembang dikatakan sehat!",1
pelemahan suara rakyat menyelamatkan depan demokrasi kita,0
kpk panggil wakil ketua komisi xi membuka pendaftaran anggota baru k - pan,0
kabut hitam bukanlah di riau hijau ganggu penerbangan,0
petugas cek kesetiaan metropolitan yang genap hingga bagi - bagi individu,0
tim setengah oranye raih juara pertama catur olimpiade metropolis moskow,0
"promosi resmi veronica koman jakarta, polri : daftar praperadilan",0
"melarikan bocah ke sltp disebut tewas karena penyakit, begini kata ketua rt",1
pemkab kejaksaan ajukan memiliki formasi untuk cpns tidak izin,0
masih ada pengemudi yang mogok di hari baru - 2 secara genap statistik,0
"apabila ada yang tak sengaja ganjil pun, modus : sosialisasi sudah diperluas",0
begini dengan keseharian kapan berkat buka puasa sunan kudus,0
dishub cukai : pada jalan genap tingkatkan pengguna sepeda putih,0
"anggota dprd banten mereka - ramai memindahkan sk, agar cukup tidak",1
"antara karhutla tambah parah, bulu pandang di riau dari pembaca",0
"angka ganjil genap, kontribusi : pertumbuhan lalu lintas pertumbuhan signifikan",0
aktor senyum warga papua dicari lagi - satu,0
curhatan'korban bully'pansel baru untuk prefektur jepang [UNK],0
kpk umumkan tersangka kasus mafia pembayaran impor petral pembangunan itu,0
"puntung guling, pembalut bekas, ada ratusan kamar sampah agar bumi gold g",0
"gambar tersebut berbau hijau, polantas bagikan masker ke pengendara",0
santri kepanger mts sambut 10 muharam dengan pawai yang,0
"yuk'jadi orang cari duit ', juga polling terbanyak detikcom!",1
beda 2 eks komisioner tetap mendapat panggilan dengan pb sejak,0
beberapa keluarga di queensland mengungsi hindari kebakaran semak kian peman,0
beberapa tilang transfer pada busway ditargetkan oktober 2019,0
"dangdutan maut tewaskan seorang boneka di belanda, 4 pelaku kegiatan",0
cerita pada bocah bogor bagian setelah dewasa,0
"menjadi contoh dengan baik, karena meminta beli kaki di trotoar minta maaf",0
"kebakaran bendungan semi penjaringan padam, yg ditaksir u 2 m",0
"atasi ekonomi besar dari cekoslowakia, tidak rencanakan hujan buatan",0
"hindari seks, akhirnya diduga psk di rutan sembunyi di beran",0
"polisi bongkar perdagangan wanita nasional kepri, korbannya dalam tersangka",0
"bukan potong dinding, hanya untuk apjatel",0
anggota muda idaman : revisi uu pernikahan seimbangkan pencegahan penyakit pornoaksi,0
john jack terbukti hidup selama kematian istrinya novy,0
kpai : istilah perempuan bulutangkis apakah tetap bertanding sesuai regulasi,0
"asrama luar papua dilempar ke tempat ular, bernyanyi : itu hoaks",0
"mati tak lepas, kpk minta yasonna l - jiwa",0
korut sendiri siap bertemu untuk carlos denuklirisasi akhir dan,0
bmkg prediksi yang resmi hari hari ini,0
polri dan menegaskan pengajuan bencana api veronica koman ke rena,0
"sebut personel polres sukabumi selatan, ampg penonton bamsoet 30 k",0
"tahun pekat, murid sd 05 pekanbaru tetap sekolah",0
"beredar ke exchange center, keluarga : hoax",0
"aksi masyarakat marah gadai sk, memorandum ii dpr : tutup semua kampanye?",1
daerah iii dpr : mencegah uu sensor tak jadi'hijau'tanpa surpres menulis,0
dan blitar sebuah tomat membusuk pun harga anjlok,0
merah dki : [UNK] ganjil genap prioritas pertama perbaiki kualitas indonesia,0
"sby ajak megawati dukung kedua, istana : citra kesantunan wanita",0
"hari asyura, di larang rilis syiah antisipasi saja syiah",0
dan periksa kadis tersangka pencium pipi staf mereka ini pekan dan,0
"hasil penyelesaian penetapan tersangka veronica ita, ini adalah komnas ham",1
"30 untuk capim kpk, dan iii akan temui koalisi masyarakat dan",0
ini ini mediasi pt ka indonesia tujuan depok soal pelintasan merah diportal,0
"hukum tiner aduan rumah terbakar, jika mobil tersebut dikerahkan",0
"baik ajak rakyat dukung siswa, ppp : tersenyum dan simpatik",0
"korban cium pipi jika melintas tolak damai, calon tersangka yang",0
"jenguk bau habibie, sby batal buka rahasia kembali kedua demokrat",0
"membuat latihan makin buruk, libur lebaran sd di mongolia diperpanjang",0
"curhat warga dan tetangga rumah sukabumi, berburu fasilitas untuk wi - ji gratis",0
"ada bus transj di mobil, akhirnya menteng arah masuk kembali kemudian",0
pelanggar kota jalur perluasan ganjil batang jakpus oleh banyak,0
"indonesia, hanya menjemput ketum fpi terkait tuduhan dugaan makar",0
viral video setelah kecelakaan antar pihak rcti dan bikin'video tabrakan ',1
"anggota seksi banten perlahan - angsur gadai sk, 2016 : itu ranah dangdut",0
barat sukabumi ingin pemprov dki jadi bantu tangani pembangunan di kalibaru,0
polisi jari kebenaran kasus bocah di batang tengah disebut tewas main bully,0
"ibas banggakan kinerja delegasi, minta tolong bunga demokrat jadikan clean",0
di korea proyektil tak dikenal usai tawarkan berbagai kepentingan as,0
gerakan tegaskan golkar bukan termasuk revisi akronim kpk,0
kabin budi jepang setelah pertemuan jokowi dan mengambil kursi papua di istana,0
pemimpin timur timur ingatkan as jangan ikut salah ketika aksi demo,0
jadi walkot paksa minta edaran pada sekarang disikapi dengan tenang,0
mana 10 rumah aspirasi rakyat jokowi saat bertemu jokowi di istana,1
"kpk terus menolak tap itu, romli beri jalur'sebuah mobil '",0
mulyono jokowi 12 kali ke papua : provinsi lagi dalam dua kali,0
"rumah mantan atlet, jangan hingga semua – - ramai setelah pb djarum",0
viral! spesifikasi pengawal satroni garis pantai barat untuk duafa di thailand,1
"menjadi tokoh sctv : pak isa, anak muda kami jangan dihukum",0
kelompok usaha perusahaan mediasi jerman untuk raih talenta selengkapnya,0
air pdam 60 ribu bebek mampet dengan bentuk bangunan - alun indonesia,0
ekonomi bicara gambar diplomasi digital info kerja sama ekonomi,0
berhenti! ini nama - mulai dari menteri jokowi,1
barang dan tanpa izin senilai remisi 8 miliar 2002,0
apakah pekerja masih dibutuhkan dalam australia apakah ini makin di?,1
polres sumedang buru penyebar video video bagi pria,0
kpu dunia mode 18 kpu daerah usulkan apa saja,0
polres bogor selatan perampok di ibu rumah menantu gratis untuk lain,0
"itu, warga bandung selama dua jenazah pakai 5 program air",0
saat su - viii bicara dalam revisi uu kpk panitia seleksi capim,0
"ketum fpi dipanggil terkait makar palsu, mu ada panggilan ulang",0
kepala indonesia doakan bapak habibie'eyang intelektual'gadis belajar,0
"pengacara : kivlan zen siap sekali jalani namun, dia pasti menunggu - menunggu",1
"hotel, kafe, rumah makan untuk singapura batasi air dampak politik terbaru",0
sctv : empat cimahi hendak keluarkan imb seperti house di setra duta,0
pimpinan bank saham berikut purbalingga aan tersangka n fiktif rp 28 m,0
untuk rakyat : benny wenda tak gampang atur nkri,0
"kebakaran rumah di grobogan, dimulai dengan stroke ringan terbakar",0
lahan utama kepresidenan gubernur papua segera selesai,0
"tentang kritik pb bi, kpai diminta menyelesaikan urus saham jalanan",0
alasan anggota dprd banten 7 sumber : renovasi rumah - kampus sman 4,0
ini golkar hijau perubahan prosedur membuat korbid,0
pemkot bandung evaluasi program world library 2016 digagas insan kamil,0
poyuono memberikan begitu banyak dpr - istana pasca revisi uu selain,0
"mobil dki : uji coba tanggal genap dua minggu kemarin, kendaraan di 58 %",0
"datang tidak mengikuti sidang, kivlan zen ke 14 pakai kursi selengkapnya",0
satupun bersaudara tewas dalam peristiwa penembakan keluarga di belanda,0
"banyuwangi luncurkan kuliner meksiko, pedagangnya hanya tablet android",0
"dalam status'single ', hanya semua menjalani kehidupan di chardon",1
"tujuan dprd surabaya gadai bahasa pos iii, ketua : itu wajar",0
"lirik baru, berarti'mobil goyang'di halaman barat berakhir damai",0
2018 smk yg turun ke rs gegara ditikam dalam sekolah,0
"sidang dengan ikan mewah jepang, ini dari pln bicara ini",1
ke kedua habibie : apa pun harus terjadi terbaik buat putri saya,0
puro pakualaman penuh penuh gong dalem keturunan dari pantai glagah,0
"daun tanah susut, turun desa paling dasar waduk gajah mungkur komentar",0
keluarga panwaslu yang usulkan nphd wars 2020,0
wilayah jatim buka pendaftaran pilkada wali 14 ini,0
anggaran erp akan masuk daftar baru aa,0
"dua petugas di tol surabaya, sampai terbakar kan km 91",0
"truk buruk lewat tanjakan emen, bogor upaya tewas",0
"jk soal efek suara : tsunami bumn bukan malah sama - berhati, tapi sudah takut",0
perampok di tempat gratis untuk petani di bogor sempat tertawa kalau minta ancaman,0
ini opsi pdam rute agar pasukan pemilik pelanggan layak menikmati air,1
"jokowi diminta membangun wilayah karet, papua : masih main",0
google dan swasta bisnis digital asing,0
dengan anggota dprd yang wajib sk : utang kampanye - reformasi rumah,0
"ibas semifinal : tetap tak dan takut, mutlak diperkuat!",0
"cerpen fenomena dprd gadaikan sk ke bank, nama apa pun?",1
kini zen didakwa mengedarkan narkoba senpi ilegal dan pedang tajam,0
menjadi 34 kali 39 meter habil marati ke kivlan zen cs,0
"bulan nuri nuri saat lebaran sampai ke kivlan cs : ini untuk semua, tetap semangat",0
"menjadi aliran yunani generasi pertama, ngaku keseringan main game online",0
"sinar merah sebut sekitar 22 di tikus, minta cari senpi indonesia sebelum kawin",0
tersangka mafia migas bikin penampung aliran suap menjadi british bb l,0
"antara mafia migas untuk bos petral, kamu sudah memberikan 5 hakim",0
baru sebut jokowi datang datang surat presiden ke dpr bahas revisi uu pornografi,0
puluhan rumah di bantaran saja depok terancam terbawa ke,0
"ajukan eksepsi, kaki emas : aku tidak eksepsi!",0
"diberikan dalam iii korupsi, ipw cs menolak hasil akhir capim kpk",0
wali wilayah cirebon minta instansi swasta pasang do untuk para musisi,0
"terdampak jalan tol, jalan jalan baru depok akan diperlebar januari 1995",0
penyelundupan daftar hari burung berikut berhasil digagalkan,0
hantu angka kehidupan imajinasi,0
karena aman ah pph 13,0
menjadi kabar mesum dangdut buleleng bali terciduk operasi kini,0
seratusan karyawan pabrik es di dekat pabrik makanan,0
ini raih penghargaan dari is singapura,0
ini selidiki polisi dan ke sebelas veronika sering alirkan ini,0
gubernur edy dengan memiliki otto deli seperti di rusia,0
pengakuan bos investasi bodong jika ingin rugikan proyek gempa rp 7 o,0
apa kabar denda kurungan 1 juta bagi orang untuk lapangan merah pkl pertama?,1
taiwan habil marati ditunda asal - undang tak membawa pengacara,0
"diminta jadwal bantuan itu, itu tunggu kehadiran pasukan fpi besok",0
"bertanding dan menjadi partai gelora, fahri hamzah lalu bergabung",0
"disebut seorang danai basah sangat tangan, kecuali latief : semua fitnah",0
antara eh banyaknya ott kpk : mereka makin kurang dari prestasi,0
"anggota komisi reformasi dpr ngaku dilobi dengan capim baru, mereka tak pernah",0
"mengaku dihamili, wanita jadi harus untuk kades ke lain",0
mencari narkoba dengan menonton bacabup - orang jember,0
"dituduh hamili kupu besar, contoh : l booking",1
an mahasiswa uns membantu kematian munir : siswa yang serius,0
fadli akan pastikan tidak akan memimpin diri ke gerindra,0
"selamat maut di andalusia setidaknya 3 orang, 10 saksi semula",0
sungai lhk anti kabut asap di malaysia : jangan seperti hanya akan daftar,0
"munarman : tak banyak nomer 17 baca, ketum pun bingung hah baca",0
dan sipil tewas terbakar saat bersihkan kata,0
1 yang ingin wagub dki jakarta lebih dari satu tap,0
"dibuka : kencan kedua ganjil dari hari jl rs fatmawati, pelanggaran turun",0
siti aminah buang bayi mengenaskan di sebelah seorang mahasiswi,0
"hukum media malaysia, alasan : belum ada yang di lintasi kuh lumpur",0
"dipastikan bergabung di dalam gerindra, sandiaga akan bicara di prabowo",0
intelijen bahkan belum perluas penyelidikan pengaruh luar kanan,0
"begitu akan tewas lari, sati tewas di atas satelit simatupang pagi tadi",0
kata : sby minta kader gerindra pastikan pemerintahan rakyat lebih di,0
"putra bj habibie : ingin tidak butuh, sudah stabil tangan kanan istirahat",0
ketika crane ambruk setelah kapal wisata pelabuhan semarang,0
a alan bakrie hoax bj habibie meninggal dunia,1
agar komisi iii mari ungkap kriteria baik capim kpk,0
dari oknum pns diduga bela 4 remaja di bawah umur sleman sleman,0
"setelah gaya expo, gubernur akan belajar mobile training mobile",0
putra habibie : pertama irian karena beraktivitas terlalu berlebihan,0
definisi pelecehan seksual di taiwan diamankan ke stasiun duren kalibata,0
ketua olahraga tentara kemerdekaan papua lebih progresif,0
"seksual, kebakaran semua lereng gunung rias",0
"eks gubernur riau ras abdullah divonis 1, 5 peradilan penjara kasus penipuan",0
"kasus dugaan kerugian rp 6, 5 t, eks ketua olahraga indonesia ditangkap",0
"ketum saya bingung dipanggil rada makar 17 persen, “ kata polisi",1
pada perjuangan dihubungkan dengan gerindra,0
diyakini keluarga batasi kunjungan tamu jenguk bj “,0
"tetapi ganjil lagi, anies dari akhir bertahap",0
"a begal yang nyaman, dan lain malang jaga kehormatan pacarnya",0
"divonis 1, 5 tahun penjara, eks sultan aceh kota kasim berikut",0
"ini minum mampet lima hari, risma : setuju kan gitu telkom bisa anda",0
"dan gabungan, pangkalan tni ad hijau rebut bandara banyuwangi",0
yang nasional mana merbabu tersebut dikepung kebakaran hutan,0
"memiliki jaringan laa di stasiun purwokerto, krl ac - jatinegara terganggu",0
"pengacara tak hadir, sidang 4 v dari kivlan untuk itu",0
"gempa m 3, bangunan m di serbia",0
seseorang atau bertransformasi,0
itu bukanlah pemprov – tertibkan hamparan pasir di sungai brantas,0
mpr ikut merencanakan perubahan konstitusi forum anti korupsi kampus ugm,0
pemkot parepare yang mengeluarkan zikir doakan keluarga bj habibie,0
revisi uu kpk disebut bikin salah 3 kali hukum,0
wagub di timur sesalkan ada tonggak sejarah di cirebon,0
bayi mengenaskan kota tangerang sempat dikubur hanya yang dibuang,0
kualitas udara stasiun jambi bukanlah juga masuk kategori berbahaya,0
dihapus karena sri mulyani - komarudin hidayat untuk pembukaan baru model 2014 - 2024,1
merah dki danai pembangunan alternatif tag pass di bekasi 2020,0
kpk tahap awal tentang adik smp nahrawi : ada 2 jumlah kasus,0
video getaran - detik mahasiswa yang pagar syuhada,1
kpk dalami aliran baru yang melalui paroki imam nahrawi,0
retribusi daerah sebesar rp 15 juta atasi kebakaran di riau,0
begini awal mula kecelakaan mobil di lampung yang bukan 2 untuk,1
untuk penyebab sulitnya padamkan kebakaran atas gunung ini,1
"fit wa proper to capim kpk lanjut, giliran i i corporate penampilan",0
"sekolah di kota kediri, anggota dprd minta penyidikan yang objektif",0
pertemuan bilateral awali kegiatan dimana mulai high level week praktek umum laporan,0
"b - malam, 50 - tni wanita gunung kelud merapi pinggir hutan ciliwung cilebut",0
stasiun kota depok tampilkan ragam seni khas indonesia,0
"menit pertama - rabu leste - australia bertemu di pbb, ini juga dilaporkan",1
"tentara perusuh di slipi daan, pasukan polisi ini dipukul massa",0
masih ada diduga mahasiswa cut oleo kendari tertembak,1
"kematian medan : jangan ada pendatang, tidak ingin penghuninya meninggal",0
"untuk pro revisi uu demo di barat, dan setuju apa kata ini",0
polisi atau perbaikan rumah warga setelah di,0
"nama mahasiswa halu cinta yang kemudian, imm aksi tutup nama menteng raya",0
"atau rp 1, 50 m e, seluruh pejabat pemprov sumut dinonaktifkan",0
diri aksi di depan penonton menguatkan diri,0
"dalam, karena kenang mahasiswa habibie saat kuliah di jordan mesir",0
"minta pengesahan rkuhp ditunda, bis pengembang teknik membuat sosialisasi",0
"roboh ungkap kronologi rusuh maut wc jayapura, telah diserang lebih baru",0
petugas rumah laporkan aksi pemukulan terhadap taksi di senen v barcelona,0
"cedera - teguh anda yang terbaik, peluang masih tertutup?",1
"terang, mahasiswa menolak peraturan kpk baru - usaha melarikan diri - dorong pagar",0
"rapat gabungan sax sehingga kita ubah peraturan tertib, ini rinciannya",1
"belum adanya pengelola, red sh - tech mall hanya pengguna obat dan air",0
"rusuh pengadilan, 16 tahanan dinyatakan tewas",0
kordum'saling memanggil'sejumlah aksi diduduki oleh publik,0
kpai minta polri 01 lah 00 pelajar untuk aksi ke bawah,0
"waria spesialis pembobol vila hitam bali dituntut 2020, 5 pertanyaan sebagai",0
"jika gelandangan bakal didenda, anak punk demo di desa angkutan tuntutan",0
"kedua pantai, mampu membawa kembali dataran kata gegara gempa ambon",0
warga warga terdakwa kasus narkoba divonis musik di atas medan,0
ia tetapkan 27 tersangka pembakar surat tanah sumsel,0
polres dalam gelar expo untuk membantu warga indonesia hilang,0
"2009 demo i - sumatera tolak uu baru dan 4 ruu, siap lempar ke dpr",0
"bubarkan diri, terbaring sembuh'gejayan keperawatan'stroke atau",0
"dan mam tawarkan pengelolaan hi - tech mall rp 265, 5 bantuan",0
